订单号,订单状态,支付时间,发货时间,确认收货时间,订单成交时间,承诺发货时间,商品名称,商品ID,商家编码-商品维度,商家编码-规格维度,商品规格,规格id,规格名称,样式ID,商品一级类目,商品二级类目,商品三级类目,商品四级类目,商品数量(件),商品单价(元),商品总价(元),用户实付金额(元),商家实收金额(元),邮费(元),店铺优惠折扣(元),平台优惠折扣(元),多多支付立减金额(元),拼多多优惠券(元),平台技术服务费(元),上门安装费(元),送货入户费(元),送货入户并安装费(元),退款金额(元),退款原因,退款类型,售后状态,省,市,订单来源,是否直播间成交,是否直播间引导成交,是否门店自提,门店名称,支付方式,是否分期,分期期数,手续费承担方,是否预售,是否顺丰加价,是否抽奖或0元试用,是否社区团购,是否无痕发货,是否节能补贴,快递公司,快递单号,配送状态,集运类型
2705000154,已完成,2026-05-07 02:24:56,2026-05-08 11:55:48,2026-05-10,2026-05-07 18:20:36,2026-05-09,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,1,19.90,19.90,18.17,18.06,0.00,0.69,0.61,0.43,0.00,0.11,0.00,0.00,0.00,0.00,,,,湖北省,武汉,H5,否,否,否,,多多支付,否,,,否,否,否,否,否,否,中通快递,YT57215374529,运输中,
2705000419,待发货,2026-05-07 03:56:45,2026-05-08 03:24:43,2026-05-15,2026-05-07 10:59:21,2026-05-09,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,2,99.00,198.00,153.23,151.70,0.00,17.91,15.67,11.19,0.00,1.53,0.00,0.00,0.00,0.00,,,,江西省,南昌,H5,否,否,否,,微信支付,否,,,否,否,否,否,否,否,中通快递,YT68934754779,运输中,
2705000342,已取消,2026-05-07 04:26:57,,,2026-05-07 23:15:21,2026-05-09,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,1,39.00,39.00,30.83,30.65,0.00,3.27,2.86,2.04,0.00,0.18,0.00,0.00,0.00,0.00,,,,辽宁省,沈阳,H5,否,否,否,,支付宝,否,,,是,否,否,否,否,否,极兔速递,YT40348562497,,
2705000432,已发货,2026-05-07 06:06:16,2026-05-08 00:25:35,2026-05-15,2026-05-07 13:47:42,2026-05-09,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,1,29.90,29.90,27.19,27.03,0.00,1.08,0.95,0.68,0.00,0.16,0.00,0.00,0.00,0.00,,,,北京市,北京,H5,否,否,否,,支付宝,否,,,是,否,否,否,否,否,顺丰速运,YT95642553240,运输中,
2705000001,已取消,2026-05-07 06:37:34,,,2026-05-07 13:29:38,2026-05-09,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,3,89.00,267.00,234.60,233.19,0.00,12.96,11.34,8.10,0.00,1.41,0.00,0.00,0.00,0.00,,,,天津市,天津,网页,是,否,否,,花呗分期,否,,,否,否,否,否,否,否,韵达快递,YT74129654593,,
2705000355,已签收,2026-05-07 07:15:37,2026-05-08 17:55:41,2026-05-14,2026-05-07 16:31:45,2026-05-09,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,1,19.90,19.90,19.45,19.33,0.00,0.18,0.16,0.11,0.00,0.12,0.00,0.00,0.00,0.00,,,,湖北省,武汉,小程序,否,否,否,,多多支付,否,12,,否,否,否,否,否,否,顺丰速运,YT79827272193,已签收,
2705000494,已取消,2026-05-07 07:38:13,,,2026-05-07 13:50:53,2026-05-09,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,2,189.00,378.00,320.09,316.89,0.00,23.16,20.27,14.48,0.00,3.20,0.00,0.00,0.00,0.00,,,,重庆市,重庆,APP-iOS,是,否,否,,微信支付,否,3,,否,否,否,否,否,是,邮政快递,YT31427675966,,
2705000302,已付款,2026-05-07 08:17:58,2026-05-08 13:58:59,2026-05-13,2026-05-07 16:45:43,2026-05-09,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,206.90,204.83,0.00,7.68,6.72,4.80,11.90,2.07,0.00,0.00,0.00,0.00,,,补发,北京市,北京,H5,否,否,否,,支付宝,否,,,否,否,否,否,否,否,中通快递,YT11847448254,派送中,
2705000475,已完成,2026-05-07 08:53:04,2026-05-07 16:14:05,2026-05-08,2026-05-07 03:47:47,2026-05-09,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,3,99.00,297.00,236.28,234.86,0.00,24.29,21.25,15.18,0.00,1.42,0.00,0.00,0.00,0.00,,,,湖北省,武汉,小程序,否,否,否,,多多支付,否,,,是,否,否,否,否,否,极兔速递,YT67593823583,运输中,集运
2705000075,已退款,2026-05-07 11:17:23,2026-05-08 06:54:54,2026-05-09,2026-05-07 05:39:08,2026-05-09,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,58.40,57.82,0.00,4.24,3.71,2.65,0.00,0.58,0.00,0.00,0.00,50.23,商品与描述不符,退货退款,退款成功,江西省,南昌,APP-Android,否,否,否,,花呗分期,否,,,否,否,是,否,否,否,顺丰速运,YT67519479007,运输中,
2705000114,已付款,2026-05-07 12:13:43,2026-05-09 07:23:14,2026-05-14,2026-05-07 16:45:26,2026-05-09,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,3,99.00,297.00,247.58,246.09,0.00,13.83,12.10,8.64,14.85,1.49,0.00,0.00,0.00,0.00,,,,福建省,厦门,H5,否,否,否,,支付宝,否,,,否,否,是,否,否,否,圆通速递,YT48962717923,运输中,集运
2705000429,已付款,2026-05-07 17:12:24,2026-05-08 17:53:45,2026-05-12,2026-05-07 15:29:06,2026-05-09,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,1,69.00,69.00,68.92,68.51,0.00,0.03,0.03,0.02,0.00,0.41,0.00,0.00,0.00,0.00,,,,湖北省,武汉,网页,否,否,否,,花呗分期,否,3,,否,否,否,否,否,否,邮政快递,YT21859705939,运输中,
2705000193,已取消,2026-05-07 18:01:02,,,2026-05-07 06:04:56,2026-05-09,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,65.00,130.00,117.49,116.79,0.00,5.00,4.38,3.13,0.00,0.70,0.00,0.00,0.00,0.00,,,,浙江省,杭州,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,否,顺丰速运,YT56258375543,,
2705000299,已签收,2026-05-07 18:09:58,2026-05-08 05:11:07,2026-05-11,2026-05-07 19:12:50,2026-05-09,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,5,119.00,595.00,588.88,585.35,0.00,2.45,2.14,1.53,0.00,3.53,0.00,0.00,0.00,363.98,不喜欢/效果不好,仅退款,退款成功,广东省,广州,小程序,否,否,否,,微信支付,否,,,否,否,否,否,否,否,申通快递,YT63402785434,运输中,
2705000242,已取消,2026-05-08 00:29:39,,,2026-05-08 15:10:48,2026-05-10,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,45.00,90.00,87.23,86.71,0.00,1.11,0.97,0.69,0.00,0.52,0.00,0.00,0.00,0.00,,,,江西省,南昌,APP-iOS,否,否,否,,花呗分期,否,,,是,否,否,否,否,否,中通快递,YT26556244842,,
2705000224,已退款,2026-05-08 00:42:16,2026-05-09 13:12:47,2026-05-10,2026-05-08 03:27:26,2026-05-10,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,3,119.00,357.00,274.24,272.59,0.00,33.10,28.97,20.69,0.00,1.65,0.00,0.00,0.00,231.21,发错货/漏发,仅退款,退款成功,四川省,成都,网页,否,否,否,,多多支付,否,,,否,否,否,否,否,否,中通快递,YT90579963275,派送中,
2705000279,已付款,2026-05-08 01:59:33,2026-05-11 19:47:58,2026-05-16,2026-05-08 14:09:54,2026-05-10,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,1,69.00,69.00,53.18,52.86,0.00,6.33,5.54,3.95,0.00,0.32,0.00,0.00,0.00,0.00,,,,广西,南宁,APP-iOS,否,否,否,,花呗分期,否,6,,是,否,否,否,否,否,中通快递,YT57766077619,运输中,集运
2705000148,已发货,2026-05-08 06:28:05,2026-05-10 13:32:05,2026-05-16,2026-05-08 12:12:31,2026-05-10,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,1,89.00,89.00,82.43,81.61,0.00,2.63,2.30,1.64,0.00,0.82,0.00,0.00,0.00,0.00,,,,湖南省,长沙,网页,否,否,否,,微信支付,否,,,否,否,否,否,否,否,申通快递,YT60685327843,已签收,
2705000042,已退款,2026-05-08 11:51:12,2026-05-11 11:36:16,2026-05-17,2026-05-08 00:29:25,2026-05-10,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,2,39.00,78.00,69.11,68.70,0.00,3.56,3.11,2.22,0.00,0.41,0.00,0.00,0.00,45.59,收到商品破损,退货退款,退货退款,安徽省,合肥,网页,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,申通快递,YT97785346755,已签收,
2705000175,已取消,2026-05-08 13:47:10,,,2026-05-08 17:17:31,2026-05-10,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,3,29.90,89.70,83.17,82.34,0.00,0.82,0.71,0.51,4.49,0.83,0.00,0.00,0.00,0.00,,,,浙江省,杭州,小程序,否,否,否,,微信支付,否,,,否,否,否,否,否,否,申通快递,YT29906244279,,
2705000310,已付款,2026-05-08 14:17:41,2026-05-10 03:09:04,2026-05-17,2026-05-08 09:09:31,2026-05-10,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,1,19.90,19.90,19.13,19.02,0.00,0.31,0.27,0.19,0.00,0.11,0.00,0.00,0.00,0.00,,,补发,河北省,石家庄,APP-Android,否,否,否,,微信支付,否,,商家,否,否,否,否,否,否,圆通速递,YT77743652039,运输中,
2705000160,已取消,2026-05-08 14:36:15,,,2026-05-08 03:49:25,2026-05-10,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,65.00,130.00,116.86,116.16,0.00,5.26,4.60,3.28,0.00,0.70,0.00,0.00,0.00,0.00,,,,福建省,厦门,网页,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,申通快递,YT46647249372,,
2705000157,待发货,2026-05-08 15:33:01,2026-05-10 13:41:51,2026-05-11,2026-05-08 06:28:29,2026-05-10,夏季冰丝凉席三件套,PD00001,SP00001,SKU002,1.8m床-灰色,SKU002,1.8m床-灰色,ST002,家居生活,床上用品,凉席,冰丝凉席,1,109.00,109.00,82.18,81.69,0.00,8.55,7.48,5.34,5.45,0.49,0.00,0.00,0.00,0.00,,,,陕西省,西安,H5,否,否,否,,微信支付,否,,,否,否,否,否,否,否,圆通速递,YT76756454143,派送中,
2705000453,已退款,2026-05-08 17:00:18,2026-05-09 21:56:17,2026-05-13,2026-05-08 12:21:00,2026-05-10,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,5,39.00,195.00,169.72,168.70,0.00,10.11,8.85,6.32,0.00,1.02,0.00,0.00,0.00,58.39,不喜欢/效果不好,仅退款,退款成功,陕西省,西安,APP-iOS,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,申通快递,YT92535519855,已签收,转运
2705000083,已完成,2026-05-08 19:26:50,2026-05-09 00:29:47,2026-05-10,2026-05-08 02:34:23,2026-05-10,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,1,189.00,189.00,147.37,146.49,0.00,16.65,14.57,10.41,0.00,0.88,0.00,0.00,0.00,0.00,,,,广东省,广州,APP-Android,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,极兔速递,YT63967936754,派送中,
2705000503,待发货,2026-05-08 19:46:01,2026-05-09 07:49:15,2026-05-16,2026-05-08 14:28:10,2026-05-10,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,5,19.90,99.50,80.90,80.09,0.00,7.44,6.51,4.65,0.00,0.81,0.00,0.00,0.00,0.00,,,,山东省,青岛,网页,否,否,否,,微信支付,否,,,否,否,否,否,否,否,顺丰速运,YT21035161758,运输中,
2705000381,已付款,2026-05-08 22:08:28,2026-05-09 00:41:30,2026-05-10,2026-05-08 19:24:35,2026-05-10,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,65.00,130.00,115.95,115.25,0.00,5.62,4.92,3.51,0.00,0.70,0.00,31.11,0.00,0.00,,,,湖南省,长沙,H5,否,否,否,,支付宝,否,,,否,否,否,否,否,否,韵达快递,YT49619618894,派送中,
2705000507,已退款,2026-05-08 23:29:07,2026-05-10 01:19:37,2026-05-15,2026-05-08 00:45:46,2026-05-10,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,45.00,45.00,41.82,41.57,0.00,1.27,1.11,0.80,0.00,0.25,0.00,0.00,0.00,35.73,卖家发错尺码,仅退款,退款成功,江苏省,南京,小程序,否,否,否,,花呗分期,否,,,是,否,否,否,否,是,邮政快递,YT17184204238,运输中,
2705000097,已付款,2026-05-09 02:31:41,2026-05-09 13:28:59,2026-05-16,2026-05-09 12:36:14,2026-05-11,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,2,89.00,178.00,135.85,134.49,0.00,16.86,14.75,10.54,0.00,1.36,40.89,0.00,0.00,0.00,,,,湖南省,长沙,APP-iOS,否,否,否,,多多支付,否,,商家,否,否,否,否,否,否,极兔速递,YT48172965235,运输中,
2705000383,已取消,2026-05-09 02:38:17,,,2026-05-09 18:28:02,2026-05-11,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,65.00,65.00,50.97,50.66,0.00,5.61,4.91,3.51,0.00,0.31,0.00,0.00,0.00,0.00,,,,江苏省,南京,小程序,否,否,否,,微信支付,否,,,否,否,否,否,否,否,圆通速递,YT40764954488,,
2705000277,待发货,2026-05-09 05:02:39,2026-05-11 13:49:07,2026-05-17,2026-05-09 19:17:54,2026-05-11,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,1,29.90,29.90,27.65,27.48,0.00,0.30,0.26,0.19,1.50,0.17,0.00,0.00,0.00,0.00,,,,福建省,厦门,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,是,韵达快递,YT83120206590,派送中,
2705000398,已取消,2026-05-09 10:58:19,,,2026-05-09 12:02:32,2026-05-11,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,3,69.00,207.00,159.40,158.44,0.00,14.90,13.04,9.31,10.35,0.96,0.00,0.00,0.00,0.00,,,,河北省,石家庄,APP-iOS,否,否,否,,微信支付,否,12,,否,否,否,否,否,否,邮政快递,YT73848395008,,
2705000349,待发货,2026-05-09 12:11:18,2026-05-10 05:46:52,2026-05-17,2026-05-09 12:20:48,2026-05-11,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,226.38,225.02,0.00,4.65,4.07,2.90,0.00,1.36,0.00,0.00,0.00,0.00,,,,云南省,昆明,APP-Android,是,否,否,,支付宝,否,,,否,否,否,否,否,否,邮政快递,YT88951389520,运输中,
2705000037,已取消,2026-05-09 14:51:24,,,2026-05-09 15:35:53,2026-05-11,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,1,39.00,39.00,33.34,33.14,0.00,2.26,1.98,1.42,0.00,0.20,0.00,0.00,0.00,0.00,,,,天津市,天津,APP-Android,否,否,否,,多多支付,否,,,是,否,否,否,否,否,顺丰速运,YT45136961920,,
2705000002,已发货,2026-05-09 20:41:46,2026-05-10 01:57:18,2026-05-17,2026-05-09 12:43:10,2026-05-11,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,53.07,52.75,0.00,6.37,5.58,3.98,0.00,0.32,0.00,0.00,0.00,0.00,,,,河北省,石家庄,小程序,否,否,否,,多多支付,否,,,是,否,否,否,否,否,邮政快递,YT45757198586,已签收,
2705000241,待发货,2026-05-09 22:30:01,2026-05-12 06:16:00,2026-05-18,2026-05-09 06:59:41,2026-05-11,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,2,129.00,258.00,241.48,240.03,0.00,1.45,1.27,0.90,12.90,1.45,0.00,0.00,0.00,0.00,,,,江苏省,南京,小程序,否,否,否,,多多支付,否,,商家,是,否,否,否,否,否,极兔速递,YT27952209521,运输中,
2705000159,已签收,2026-05-10 00:36:25,2026-05-11 20:49:41,2026-05-13,2026-05-10 13:16:26,2026-05-12,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,5,129.00,645.00,607.24,603.60,0.00,15.10,13.22,9.44,0.00,3.64,0.00,0.00,0.00,0.00,,,,湖南省,长沙,H5,否,否,否,,微信支付,否,,,否,否,否,否,是,否,极兔速递,YT45346210700,运输中,
2705000327,待发货,2026-05-10 08:30:51,2026-05-12 21:52:16,2026-05-13,2026-05-10 09:05:06,2026-05-12,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,185.46,184.35,0.00,21.02,18.39,13.13,0.00,1.11,0.00,0.00,0.00,0.00,,,,广东省,广州,H5,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,韵达快递,YT25934717741,运输中,
2705000353,已签收,2026-05-10 09:27:04,2026-05-10 09:01:57,2026-05-13,2026-05-10 20:13:28,2026-05-12,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,2,59.00,118.00,90.13,89.59,0.00,8.79,7.69,5.49,5.90,0.54,0.00,0.00,0.00,0.00,,,,北京市,北京,小程序,否,否,否,,微信支付,否,,,否,否,否,否,是,否,中通快递,YT46111430028,运输中,
2705000455,待发货,2026-05-10 09:27:27,2026-05-12 15:47:53,2026-05-17,2026-05-10 21:21:27,2026-05-12,男士运动休闲鞋透气款,PD00005,SP00005,SKU010,39码-黑色,SKU010,39码-黑色,ST010,运动户外,运动鞋服,运动鞋,跑步鞋,3,119.00,357.00,304.38,302.55,0.00,13.91,12.17,8.69,17.85,1.83,0.00,0.00,0.00,0.00,,,,湖北省,武汉,APP-Android,否,否,否,,微信支付,否,,,否,否,否,否,是,否,中通快递,YT32526884706,派送中,
2705000021,已取消,2026-05-10 10:04:04,,,2026-05-10 09:19:42,2026-05-12,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,45.00,90.00,73.05,72.61,0.00,6.78,5.93,4.24,0.00,0.44,33.66,0.00,0.00,0.00,,,,湖北省,武汉,H5,否,否,否,,多多支付,否,3,,否,否,否,否,否,否,极兔速递,YT10102839728,,
2705000205,待发货,2026-05-10 12:14:58,2026-05-10 04:55:46,2026-05-15,2026-05-10 16:46:59,2026-05-12,夏季冰丝凉席三件套,PD00001,SP00001,SKU002,1.8m床-灰色,SKU002,1.8m床-灰色,ST002,家居生活,床上用品,凉席,冰丝凉席,1,109.00,109.00,100.97,100.36,0.00,3.21,2.81,2.01,0.00,0.61,0.00,0.00,0.00,0.00,,,,湖南省,长沙,小程序,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,韵达快递,YT70484558454,派送中,
2705000234,待发货,2026-05-10 16:32:27,2026-05-13 12:55:13,2026-05-20,2026-05-10 10:37:58,2026-05-12,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,1,129.00,129.00,110.40,109.74,0.00,4.86,4.25,3.04,6.45,0.66,0.00,0.00,0.00,0.00,,,,辽宁省,沈阳,网页,否,否,否,,支付宝,否,,,否,否,否,否,否,否,邮政快递,YT41713595458,运输中,
2705000400,已退款,2026-05-10 17:46:23,2026-05-10 20:46:17,2026-05-16,2026-05-10 10:44:45,2026-05-12,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,103.76,103.14,0.00,6.10,5.33,3.81,0.00,0.62,0.00,0.00,0.00,66.87,不喜欢/效果不好,退货退款,退款成功,浙江省,杭州,网页,否,否,否,,多多支付,否,,,否,否,否,否,否,否,邮政快递,YT14366617294,派送中,转运
2705000231,已付款,2026-05-11 00:52:11,2026-05-11 04:21:10,2026-05-18,2026-05-11 21:49:09,2026-05-13,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,5,69.00,345.00,320.18,316.98,0.00,3.03,2.65,1.89,17.25,3.20,0.00,0.00,0.00,0.00,,,,山东省,青岛,网页,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,邮政快递,YT64875319619,派送中,
2705000233,已签收,2026-05-11 09:45:10,2026-05-13 00:45:17,2026-05-15,2026-05-11 06:14:20,2026-05-13,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,233.92,232.52,0.00,1.63,1.43,1.02,0.00,1.40,0.00,0.00,0.00,184.74,七天无理由退货,仅退款,退款成功,福建省,厦门,网页,否,否,否,,多多支付,否,,,否,是,否,否,否,否,顺丰速运,YT69025009346,运输中,
2705000477,已发货,2026-05-11 10:40:31,2026-05-11 06:07:10,2026-05-17,2026-05-11 05:34:57,2026-05-13,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,3,39.00,117.00,110.77,110.11,0.00,0.15,0.13,0.10,5.85,0.66,0.00,0.00,0.00,0.00,,,,北京市,北京,网页,否,是,否,,支付宝,否,,商家,否,否,否,否,否,否,韵达快递,YT74413015650,派送中,
2705000116,已取消,2026-05-11 18:57:30,,,2026-05-11 12:33:01,2026-05-13,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,5,39.00,195.00,164.91,163.92,0.00,12.04,10.53,7.52,0.00,0.99,0.00,0.00,0.00,0.00,,,,河北省,石家庄,APP-iOS,否,否,否,,支付宝,否,,,否,否,否,否,否,否,邮政快递,YT85956144324,,集运
2705000266,已退款,2026-05-11 21:35:13,2026-05-13 12:42:01,2026-05-14,2026-05-11 19:01:33,2026-05-13,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,53.02,52.70,0.00,6.39,5.59,4.00,0.00,0.32,0.00,0.00,0.00,23.84,不喜欢/效果不好,退货退款,退款成功,福建省,厦门,APP-Android,是,否,否,,支付宝,否,12,,否,否,否,否,否,否,韵达快递,YT73349034324,运输中,
2705000024,待发货,2026-05-12 01:52:22,2026-05-13 10:31:25,2026-05-20,2026-05-12 15:21:17,2026-05-14,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,66.85,66.45,0.00,0.86,0.75,0.54,0.00,0.40,0.00,0.00,0.00,0.00,,,,重庆市,重庆,H5,否,否,否,,支付宝,否,,,否,否,否,否,否,否,申通快递,YT77890321395,已签收,
